"source","pdf_file","pdf_sha256","printed_headword","normalized_headword","part_of_speech","cefr_level","pdf_page","pdf_column","pdf_line","pre_import_status","pre_import_record_ids","post_import_status","final_record_ids","source_key"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","fragment","fragment","noun","B2","2","1","29","missing","","existing-exact","5633","fragment|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","framework","framework","noun","B2","2","1","30","missing","","existing-exact","5634","framework|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","fraud","fraud","noun","B2","2","1","31","missing","","existing-exact","5635","fraud|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","freely","freely","adverb","B2","2","1","32","missing","","existing-exact","5636","freely|B2|adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","frequent","frequent","adjective","B2","2","1","33","missing","","existing-exact","5637","frequent|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","fulfil","fulfil","verb","B2","2","1","34","missing","","existing-exact","5638","fulfil|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","full-time","full-time","adjective; adverb","B2","2","1","35","missing","","existing-exact","5639","full-time|B2|adjective+adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","fundamentally","fundamentally","adverb","B2","2","1","36","missing","","existing-exact","5640","fundamentally|B2|adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","furious","furious","adjective","B2","2","1","37","missing","","existing-exact","5641","furious|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","gaming","gaming","noun","B2","2","1","38","missing","","existing-exact","5642","gaming|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","gay","gay","adjective","B2","2","1","39","missing","","existing-exact","5643","gay|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","gender","gender","noun","B2","2","1","40","missing","","existing-exact","5644","gender|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","gene","gene","noun","B2","2","1","41","missing","","existing-exact","5645","gene|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","genetic","genetic","adjective","B2","2","1","42","missing","","existing-exact","5646","genetic|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","genius","genius","noun","B2","2","1","43","missing","","existing-exact","5647","genius|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","genuine","genuine","adjective","B2","2","1","44","missing","","existing-exact","5648","genuine|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","genuinely","genuinely","adverb","B2","2","1","45","missing","","existing-exact","5649","genuinely|B2|adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","gesture","gesture","noun","B2","2","1","46","missing","","existing-exact","5650","gesture|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","gig","gig","noun","B2","2","1","47","existing-level-mismatch","3425","existing-exact","3425","gig|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","globalization","globalization","noun","B2","2","1","48","missing","","existing-exact","5651","globalization|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","globe","globe","noun","B2","2","1","49","missing","","existing-exact","5652","globe|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","golden","golden","adjective","B2","2","1","50","missing","","existing-exact","5653","golden|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","goodness","goodness","noun","B2","2","1","51","missing","","existing-exact","5654","goodness|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","gorgeous","gorgeous","adjective","B2","2","1","52","missing","","existing-exact","5655","gorgeous|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","governor","governor","noun","B2","2","1","53","missing","","existing-exact","5656","governor|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","graphic","graphic","adjective","B2","2","1","54","missing","","existing-exact","5657","graphic|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","graphics","graphics","noun","B2","2","1","55","missing","","existing-exact","5658","graphics|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","greatly","greatly","adverb","B2","2","1","56","missing","","existing-exact","5659","greatly|B2|adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","greenhouse","greenhouse","noun","B2","2","1","57","missing","","existing-exact","5660","greenhouse|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","grocery","grocery","noun","B2","2","1","58","missing","","existing-exact","5661","grocery|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","guideline","guideline","noun","B2","2","1","59","missing","","existing-exact","5662","guideline|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","habitat","habitat","noun","B2","2","1","60","missing","","existing-exact","5663","habitat|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","harbour","harbour","noun","B2","2","1","61","ambiguous-part-of-speech","3456","existing-exact","5664","harbour|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","headquarters","headquarters","noun","B2","2","1","62","missing","","existing-exact","5665","headquarters|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","heal","heal","verb","B2","2","1","63","missing","","existing-exact","5666","heal|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","healthcare","healthcare","noun","B2","2","1","64","missing","","existing-exact","5667","healthcare|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","helmet","helmet","noun","B2","2","1","65","missing","","existing-exact","5668","helmet|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","hence","hence","adverb","B2","2","1","66","existing-level-mismatch","3462","existing-exact","3462","hence|B2|adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","herb","herb","noun","B2","2","1","67","missing","","existing-exact","5669","herb|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","hidden","hidden","adjective","B2","2","1","68","missing","","existing-exact","5670","hidden|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","highway","highway","noun","B2","2","1","69","missing","","existing-exact","5671","highway|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","hilarious","hilarious","adjective","B2","2","1","70","missing","","existing-exact","5672","hilarious|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","hip","hip","noun","B2","2","2","1","missing","","existing-exact","5673","hip|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","historian","historian","noun","B2","2","2","2","missing","","existing-exact","5674","historian|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","homeless","homeless","adjective","B2","2","2","3","missing","","existing-exact","5675","homeless|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","honesty","honesty","noun","B2","2","2","4","missing","","existing-exact","5676","honesty|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","hook","hook","noun","B2","2","2","5","missing","","existing-exact","5677","hook|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","hopefully","hopefully","adverb","B2","2","2","6","missing","","existing-exact","5678","hopefully|B2|adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","hunger","hunger","noun","B2","2","2","7","missing","","existing-exact","5679","hunger|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","hypothesis","hypothesis","noun","B2","2","2","8","existing-level-mismatch","4518","existing-exact","4518","hypothesis|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","icon","icon","noun","B2","2","2","9","missing","","existing-exact","5680","icon|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","ID","ID","noun","B2","2","2","10","missing","","existing-exact","5681","id|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","identical","identical","adjective","B2","2","2","11","missing","","existing-exact","5682","identical|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","illusion","illusion","noun","B2","2","2","12","missing","","existing-exact","5683","illusion|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","immigration","immigration","noun","B2","2","2","13","missing","","existing-exact","5684","immigration|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","immune","immune","adjective","B2","2","2","14","missing","","existing-exact","5685","immune|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","implement","implement","verb","B2","2","2","15","missing","","existing-exact","5686","implement|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","implication","implication","noun","B2","2","2","16","missing","","existing-exact","5687","implication|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","incentive","incentive","noun","B2","2","2","17","missing","","existing-exact","5688","incentive|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","incorporate","incorporate","verb","B2","2","2","18","missing","","existing-exact","5689","incorporate|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","incorrect","incorrect","adjective","B2","2","2","19","missing","","existing-exact","5690","incorrect|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","independence","independence","noun","B2","2","2","20","missing","","existing-exact","5691","independence|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","index","index","noun","B2","2","2","21","missing","","existing-exact","5692","index|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","indication","indication","noun","B2","2","2","22","missing","","existing-exact","5693","indication|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","inevitable","inevitable","adjective","B2","2","2","23","missing","","existing-exact","5694","inevitable|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","inevitably","inevitably","adverb","B2","2","2","24","missing","","existing-exact","5695","inevitably|B2|adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","infer","infer","verb","B2","2","2","25","missing","","existing-exact","5696","infer|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","inflation","inflation","noun","B2","2","2","26","missing","","existing-exact","5697","inflation|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","info","info","noun","B2","2","2","27","missing","","existing-exact","5698","info|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","infrastructure","infrastructure","noun","B2","2","2","28","missing","","existing-exact","5699","infrastructure|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","inhabitant","inhabitant","noun","B2","2","2","29","missing","","existing-exact","5700","inhabitant|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","inherit","inherit","verb","B2","2","2","30","missing","","existing-exact","5701","inherit|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","ink","ink","noun","B2","2","2","31","missing","","existing-exact","5702","ink|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","innovation","innovation","noun","B2","2","2","32","existing-level-mismatch","3519","existing-exact","3519","innovation|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","innovative","innovative","adjective","B2","2","2","33","existing-level-mismatch","3520","existing-exact","3520","innovative|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","input","input","noun","B2","2","2","34","missing","","existing-exact","5703","input|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","insert","insert","verb","B2","2","2","35","missing","","existing-exact","5704","insert|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","inspector","inspector","noun","B2","2","2","36","missing","","existing-exact","5705","inspector|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","installation","installation","noun","B2","2","2","37","missing","","existing-exact","5706","installation|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","instant","instant","adjective","B2","2","2","38","missing","","existing-exact","5707","instant|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","instantly","instantly","adverb","B2","2","2","39","missing","","existing-exact","5708","instantly|B2|adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","integrate","integrate","verb","B2","2","2","40","missing","","existing-exact","5709","integrate|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","intellectual","intellectual","adjective","B2","2","2","41","missing","","existing-exact","5710","intellectual|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","interact","interact","verb","B2","2","2","42","missing","","existing-exact","5711","interact|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","interaction","interaction","noun","B2","2","2","43","missing","","existing-exact","5712","interaction|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","interpretation","interpretation","noun","B2","2","2","44","missing","","existing-exact","5713","interpretation|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","interval","interval","noun","B2","2","2","45","missing","","existing-exact","5714","interval|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","invade","invade","verb","B2","2","2","46","missing","","existing-exact","5715","invade|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","invasion","invasion","noun","B2","2","2","47","missing","","existing-exact","5716","invasion|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","investor","investor","noun","B2","2","2","48","missing","","existing-exact","5717","investor|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","isolate","isolate","verb","B2","2","2","49","existing-level-mismatch","3545","existing-exact","3545","isolate|B2|verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","isolated","isolated","adjective","B2","2","2","50","existing-level-mismatch","3546","existing-exact","3546","isolated|B2|adjective"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","jail","jail","noun; verb","B2","2","2","51","missing","","existing-exact","5718","jail|B2|noun+verb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","jet","jet","noun","B2","2","2","52","missing","","existing-exact","5719","jet|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","joint","joint","adjective; noun","B2","2","2","53","missing","","existing-exact","5720","joint|B2|adjective+noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","journalism","journalism","noun","B2","2","2","54","missing","","existing-exact","5721","journalism|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","jury","jury","noun","B2","2","2","55","missing","","existing-exact","5722","jury|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","kit","kit","noun","B2","2","2","56","missing","","existing-exact","5723","kit|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","ladder","ladder","noun","B2","2","2","57","missing","","existing-exact","5724","ladder|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","landing","landing","noun","B2","2","2","58","missing","","existing-exact","5725","landing|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","lane","lane","noun","B2","2","2","59","missing","","existing-exact","5726","lane|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","lately","lately","adverb","B2","2","2","60","missing","","existing-exact","5727","lately|B2|adverb"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","leaflet","leaflet","noun","B2","2","2","61","missing","","existing-exact","5728","leaflet|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","legend","legend","noun","B2","2","2","62","missing","","existing-exact","5729","legend|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","lens","lens","noun","B2","2","2","63","missing","","existing-exact","5730","lens|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","lifetime","lifetime","noun","B2","2","2","64","missing","","existing-exact","5731","lifetime|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","lighting","lighting","noun","B2","2","2","65","missing","","existing-exact","5732","lighting|B2|noun"
"The Oxford 5000 by CEFR level","The_Oxford_5000_by_CEFR_level.pdf","6577e6eb8745226ab7ab80912e83d285cf421ec70e61c92d74d5fef5f2c99570","likewise","likewise","adverb","B2","2","2","66","missing","","existing-exact","5733","likewise|B2|adverb"
